,0
82,항상사용하는제품이에요조금 비싸더라도 다른 저렴한 제품보다 향이나 세척력 모두 우수하더라구요 저 설때는 7500원짜리 쿠폰도 있어서 아기세제까지 같이 저렴하게 샀네요
83,늘 사용하는 리필 세제입니다 쿠팡에서는 처음 구매해보는데 저렴하게 구매한 것 같아요 마트가서 생각나면 하나씩 샀는데 택배로 받고 그래서 덜 무겁고 편하네요! 굿굿
84,잘빨려요흰색빨래도 화악!향기가 엄청 진하게 남아서 섬유유연제 뿌린것같아요좋아하는 사람도 있겠지만개인적으로는 별로라서 헹굼 추가로 더 돌려요
85,일반용으로 잘못 주물했다가 반품하고 다시 구매했어요반품회수도 로켓입니당불만사항없이 잘 쓰고있어요
86,세탁 잘 되요 확실히 퍼실이 좋은 것 같아요세탁 후에 향도 은은하게 남아서 실내건조해도 냄새가 안나네요
87,제가 전문 주부가 아니라서 세탁력이 너무 좋은거같네요!이것 말고 다른건 안쓰게 되요 왜일까요?ㅎㅎㅎ
88,딥클린이 맞는지 아직은 모르겠지만향도 자극적이지 않고 항상쓰던 브랜드라 믿고 씁니당
89,마트보다 싸요!쿠팡에서 구매하세용쿠팡맨 더운날에도 화이팅! 수고가 많으십니더
90,흰빨래에만 사용하는 세제로 쓰고 있어요아주 하얗게 세척이 잘되서 만족하고 있 습니다
91,1년 정도 써 오던 제품 향도 좋고얼룩이 잘 지워지고 세척력 또한 굿 입니다
92,모르고 드럼용으로 사버렸는ㄷ뎅 ㅠㅠ 저렴한가격에 사긴했으니 ㅜㅜㅜㅜ
93,늘 쓰던거라 다시 재구매한거예요세탁력도 좋고 향도 나쁘지 않습니다
94,독일유학시절부터 믿고쓰는 퍼실입니다 할인행사라 더욱 좋아요!
95,싸게 구매했어요역시 퍼실이죠기본향이 가장좋더라구요
96,때도잘지고 무엇보다 가성비나좋아 재구뫼의사있어요
97,쓰던거쓰던거쓰던거가끔 다른 걸 써보기도 하지만다시 요거요거요거요거
98,향은 그럭저럭인데 깨끗하게 빨리는거 같아요
99,잘샀어요
100,여윽시
101,세척력 좋네요
102,굿쿠팡!!!
103,늘사용하는 제품입니다좋아요
104,저렴하고 때도 잘빠져요역시 퍼실이예요
105,저렴하게 잘 구매했습니다
106,좋아요
107,퍼실입니다 무슨말이 더 필요한가요 ㅎ
108,좋아요
109,늘 사용하는건데 좋아요
110,맨날쓰던거에용 굿굿
111,쓰던 제품인데 알뜰구매 했네요
112,역시 퍼실입니다향도 좋고 깨끗히 잘 빨려요
113,항상 쓰는것입니당재구매했어요
114,항상쓰고있어요세척력도좋아요
115,퍼실만 씁니다
116,항상 쓰는 제품이예요
117,아직 써 보지 않았지만 좋을것 같아요
118,늘쓰는 제품이라서 만족합니다
119,다지워줘요 데헿
120,늘 쓰던 제품세탁 잘되고 향도 좋아요
121,로켓배송 아주 빨라서 좋았지만 박스를 개봉해보니 용기가 찢어져서 세재가 밖으로 새어나오고 있었네요어떻게 이런 물건을 보내줄까요
122,빠른배송 잘 받았지만박스 열자마자 한개가 터져서 왔네요 ㅜㅜ
123,반품해야할 상품은 그대로 두고 다른택배사에서온 물품을가저갓어요가저갈 물품을 확인도 않하고 마구잡이로 남의 물건을 가저가는 쿠팡한번쯤 뒤를 돌아보세요
124,상자에 포장되어 와서 터지지 않고 배송왔네요사용하신분들 평이 좋아 구매했어요 향도 좋고 세척력도 좋아보여요
125,로켓배송으로 다음날 바로 받았구요이곳저곳 가격 보던 찰나에 쿠팡이 가장 싸길래 여기서 구매했어요
126,박스포장위에 비닐포장까지 되있어서 더맘에 들었어요퍼실 딥클린은 첨써보는데 빨래가 잘되길
127,매번구입정기배송 예정중
128,자주 쓰던 거여서 확실합니다!
129,빨리 배송이 되어서 좋아요
130,좋아요 배송이 빠릅니당
131,배송도 빠르고 상품도 좋습니다!
132,역시 로켓배송로켓배송이 갑입니다
133,잘 받았어요
134,배송빠르고 냄새좋고 다 좋아요
135,매번 쓰던거에요! 가격 좋고 배송도 좋아요!
136,여기저기 가격비교 하다가 할인하는데가 있기는 한데 거기는 배송비가 들어서 쿠팡에서 시켰는데여기도 쿠폰할인도 있고 아주 저렴하게 구입할 수 있어서 넘 좋았어요!!향도 은은하니 좋고 퍼실이라 믿고 쓸수도 있고!!또한 전 개인적으로 파란색깔 보단 초록색깔이 더 좋은거 같아요!!파란색은 향이 첨에 강해서 뭔가 자극적이라고 할까!??그런데 이거는 은은해서 넘 좋아요!!무튼 넘넘 빠르고 배송도 잘 해주셔서 넘 엄지척!!
137,새벽에 배송해주시는 기사님들 너무수고가 많으세요로켓와우 말그대로 정말 로켓와우 네요쿠팡저는 향이 더 짙어서 세척력도 더 갑인것같고세탁후 잔향도 더 오래남아있고이전 초록퍼실보다 더 좋은것같아요
138,세탁세제는 인터넷 구매를 안해보았고 사용하고 있는 제품이 가루라서 제품을 바꿀려고 딸집에서 보고 구매하려다 사용후기가 포장이 허술하여 새었다는 평이 많치만 딸은 뚜껑에 테이프로 되어 새지않고 잘 왔다고 하여 구매하였으나 역시나 새어서 왔고 뽁뽁이에 싸여서 왔으나 안 한것보다 못하게 포장되어 뽁뽁이 안에서 새었습니다 세제 씻어냈는데도 냄새가 나네요 그리고 기분도 별로입니다 조금 저렴하게 구입하려다 낭패를 본 느낌입니다
139,하늘색으로 된 퍼실을 사용하다가 하늘색은 향이 엄청 진해서 좋기도 하지만 다우니를 넣어도 다우니향을 이겨버려서ㅋㅋㅋㅋ엄마가 이 제품을 사용하시는데 향이 진하지 않고 좋더라구요 그래서 하나 구매해봣어요 빨래는 잘 되는거 같고 은은하게 햇빛에 말린듯한 느낌을 원하시는분들은 이 제품이 좋으실거 같아요 퍼실이 모든제품이 향이 좋다보니 그 중에서 연한듯해요 저는 만족합니다 다음에도 이제품으로 구매할려구요ㅎㅎ
140,전 다행히 세제가 안터져서 왔네요후기보고 걱정 잔뜩하고 주문했는데 다행이에요
141,라벤더만 사용하다가 본품 사용전 리필용 사용후 구매하게 되었습니다 다른세제보다 퍼실이 세척력이 좋아 계속 사용중인데 이제품이 라벤더보다 좋은것 같은 개인적인 생각입니다 특유향이 있다고해서 망설였는데 처음쓸때만 신경쓰이지 딱히 거슬리지 않네요 향에 민감해서 신경쓰이면 안쓰려고 했거든요 로켓와우로 새벽에 파손없이 잘 받았습니다 다쓰면 재구매하겠습니다
142,세제는 역시 퍼실저는 물론이고 저희 엄마 역시 연두색 퍼실을 선호하십니다 세척력은 물론 세탁 후에 시윈한 향까지 넘 좋습니다
143,냄새가 별로예요 빨래가 냄새가 좀 역겹게나넹ㄷ
144,광고는한개라도배달이더만 실제론 3만이사우료배달급해서 샀지만 담부턴 비싸고 동네슈퍼에서 살랍니다
145,한 달 가량 쓰는데 뭐 엄청 세정력이 좋다 이런 정도는 아닐지라도 이거 쓰면 평타는 치네요 다른 액체세제 썼을 때는 표준모드로 세탁기 돌려도 덜 풀려서 빨래 널 때 보면 묻어있는 경우가 여러번 있었는데 이거 쓰고나서는 그런적 없네요 무난해요 좋아요
146,친정엄마 심부름으로 구매3층 계단 집인데장볼때마다 항상 무겁게 들고 올라오셔서 진이 다 빠진댔는데힘도안들이고 필요한 물건 빨리 받아서 참 편한세상이라며 ㅋㅋㅋ이렇게 울 엄마도 쿠팡 마니아가 될 각인가봉가?ㅋㅋ
147,큰통쓰다 따르기 힘들어서 바꿈걍 큰거쓸 걸아님 홈쇼핑서 대량 구매할 껄양 작음요ㅠ근데 마무리 헹굼제 안써도 향 좋고 빨래 부드러워요세탁력도 좋아요그래도 얼룩제거제는 따로 써야합니다ㅇ
148,전에 사용하던거라 재구매해요 오프라안 마트보다 싸서 좋아요 
149,퍼실세제는 색상마다 각자 다 좋은것같아요라벤다로 쭉 사용하다가 향이 넘 진해서 섬유세제사용을 못했어요 그래서 향이 젤 약한 요걸로 선택해봤어요
150,제가 먼저 사서 쓰다가 어머니께서 좋게보셨는지 하나 더 사라고 하셔서 샀습니다 세제 향이 섬유유연제를 뚫고 나와요 쎕니다세척은 뭐 잘 되는 것 같고요
151,가루비누에서 퍼실로 갈아탄지 길지 않은 시간이지만 선택을 잘 했어요마지막 헹굼까지 말끔하게 처리해 줘서 고마워요다른 분께도 강추 드려요!
152,드럼용이랑 일반통돌이용이랑 따로있는지 왜 이제야 알았을까요?저와 같은분은 안계실테죠 일반용으로 잘 구매했어요
153,아직 사용안했는데요퍼실용기 밑에가 갈라져있어서 세제가 조금식 새네요헐그냥 마트에서 사고 리필용만 구매하는게 나을듯
154,향두좋구조금만넣어두되어서좋습니다조금만넣어두거품은많이안나지만미끌거리구잘빨리는거같다는느낌적인느낌
155,옛날 가루 퍼실이 향도 진하고섬유유연제필요없음 참 좋았는데 리뉴얼 되면서 더 안좋아지는것 같아요
156,요거 향기 대박이네요 섬유유연제 안쓰고 세탁만해도 향기가 폴폴 ㅎㅎ앞으로 이아이로 정착해야겠어요
157,드럼용 사야하는데 일반으로 잘못샀는데 그냥 사용하려구요ㅎㅎㅎ 퍼실세제 역시 세제중 제일 좋아요!
158,향도 좋고 액체로 되어 있어서 편해요 플라스틱용기라 편하고 퍼실이라서 계속 쓰고있는 것 같아요
159,항상 쓰는 퍼실 제품이죠덜어쓰기도 편하게 저는 향도 좋드라구요퍼실만 씁니다 ㅎㅎ
160,아직 사용은 안해보았지만딥클린 이란 말에 너무 끓여 구매하게 되었어요 ㅎ좋을것 같아요
161,원래 쓰던거라 이번엔 쿠팡에서 재구매 해보았습니다 가장 무난하고 편한 선택 퍼실입니다
162,세제 항상 퍼실걸로 써요이사와서 이걸로 샀는데다음부터는 리필로 구매예정입니다
163,샌다는 평이 많아 걱정햇는데뚜껑열리지않게 테이프 붙여서 깨지지않고 잘 왔어요!
164,퍼실 쓰다가 친환경 아토어쩌고 세제 썼는데 다시 퍼실로 돌아왔어요 만족스럽습니다
165,섬유유연제 때문에 퍼실향이 남아있지는 않지만 세제효과는 좋을거라 생각해요
166,첨으로 비싼거 한번 써보려고 샀어요써보고 좋으면 재구매 고고
167,세정력 괜찮고비오는날 실내에서 말려도 꿉꿉한 냄새가 나지않아 좋내요
168,세척력은 좋음향이 건조기를 돌린 후까지 상당히 강하게 남음
169,처음 써봤는데 좋더라고요잘 빨리는 느낌 ㅎㅎ 맘에 들어요
170,세제는 퍼실양도만코 다쓰고 재구매할게염
171,제 갠적으로 좋아하는 시원스런 항이고빨래 잘됩니다
172,딥클린이 새로 나와서 여기저기 가격비교 하다가 쿠폰사용해서 저렴하게 구입할수 있어서 넘넘 좋았어요!!향도 은은하니 퍼지고 특히 잔향이 오래가서 좋고 믿고 쓸수도 있고!!또한 전 개인적으로 파란색깔 보단 초록색깔이 좋아요!!파란색깔은 향이 강해서 뭔가 자극적이라고 할까!?!?그런데 이거는 은은하니 넘넘 좋은거 있죵!!!다른 집에 갔더니 거기는 아로마? 보라색깔도 사용하더라구요!!담에는 그것도 사용해볼까 합니다!!무튼 빠르고 배송도 잘 해주시고 넘넘 감사합니다!!
173,세제가 맘에 듭니다
174,이 세제 쓰다가 다른세제로 못바꿔요ㅎㅎ
175,통이 깨져서 재구매
176,빨레잘되요하얏게
177,향이 강해서 습한 여름 꿉꿉한 냄새 가려서 굿
178,가격대비 양도 많고 깨끗하게 빨래가 되어서 좋다
179,좋아요
180,향이별루에여 
181,괜찮아요
182,항상 쓰는 퍼실세제 좋아요
183,좋네요
184,그냥 그럭저럭씁니다
185,굿입니다
186,좋습니다
187,퍼실이야 무난하고 좋죠
188,쿠폰다운받아저렴하게 잘샀어여굿
189,퍼실은 퍼실이죠
190,세탁이 잘되는거 같아요
191,젤 좋아하는 세제
192,당연좋져ㅋㅋ
193,영혼까지 빨아드립니다
194,퍼실 좋아용
195,좋아요
196,믿고쓰는퍼실
197,시원한향이라 여름내내 잘써질것같아요
198,늘 쓰는제품이에요
199,흠잡을데 없이 만족합니다
200,세탁물 냄새잘잡아주네요굳입니다
201,냄새가 좋아요유연제보다 향이 강한 듯 ㅋ
202,좋아요
203,나쁘진 않네요
204,좋아야
205,향도 좋고 세탁후 개운한 느낌입니다
206,몇넨째 퍼실만사용 합니다
207,미사용 입니다
208,좋다고해서 구매해봅니다
209,세제 올 때 뚜껑에 테이핑 한번만 해주셔도 뚜껑이 안돌아가지 싶은데이건 택배기사님보다는 물품보내시는 곳에서 신경을 써주셔야 할 것 같아요인터넷으로 세제 사기 꺼려지는 이유 중 하나입니다택배기사님이 문 앞에 놓고 가셨는데 비닐 밖으로 세제가 손바닥보다 넓은 크기로 새어나왔고집안으로 가지고 들어와서 세제 씻어내느라 번거로웠어요그리고 저 빈공간만큼이나 세제가 없어졌으니 온전한 용량을 쓰지 못하게 된 것은 덤이겠죠인터넷으로 세제 살 일이 못되는 것 같네요 다른 곳은 입구에 꼼꼼하게 포장해주시던데박스안에 넣는 건 무리더라도 마개고정 정도는 될 수 있게 해주세요
210,상품은 좋은데 포장상태가 엉망이네요마개에 떼이프칭도 안하고 뽁뽁이로 싸지도 안고 그냥비닐봉지에 넣어 보내니 세제가 흘러나와서 엄망이네요후가를 보고살건 안보고 샀더니 이런 현상이 일어나네요업체분께서 포장에 신경좀써주세요좋은 상품 지인에게 추천하기 힘드니까요
211,품질이 좋으면 상품을 박스안에 그냥 넣어서 보내도 되는건지 묻고 싶네요전에 고농축 듀오캡스 컬러 라벤더를 쓰다가 이번에 퍼실 파워젤로 바꾸고 정기배송까지 신청했는데 뽁뽁이도 없이 큰 박스에 달랑 플라스틱으로 된 상품만 보냈네요열자마자 내용물이 흐른걸 보니 기분이 안 좋네요 택배기사분을 탓할게 아니라 물건 포장을 소홀히 한 것에 화가 나네요반품해야하는데 번거로워서 그냥 쓸게요정기배송은 믿음이 안가서 취소하겠습니다
212,다 새서 왔네요  ㅠㅠㅠㅠㅠㅠㅠㅠㅠ포장상태가 영 얼마나샛는지 거의 윗부분은 다 쏟아져서 왔어요 
213,깨진건지 비닐에 포장되서 왔는데 다 세가지구 아직 마당에 있어요 쿠팡에서 실패한적없는데 이건 진짜 포장상태가 ㅠㅠㅠ 너무해요
214,배송 중 뭔일이 있었던건지상자도 아니고 달랑 봉지만 그것도 뽁뽁이도 없이봉지는 중간중간 구멍이 나있고 세제가 뚜껑 틈으로 흐른건지 용기 전체에 범벅이고 배송이 이래서 액체세제 주문하겠어요?
215,간혹 자꾸 상품이 흘러서 오네요반품하기도 귀찮고해서 그냥 쓰는데 상품포장에 신경좀 써주세요
216,제품 뚜껑에 약간 힘이 없는건지 3번 교체했는데 전부다 샌건지 아니면 제품자체에 마감이 제대로 안된건지 다 세재 흘러내렸습니다첫번째는 테이프 십자로 해서 뚜껑 안벗겨지게 한거 같은데 그래도 새었습니다 ㅎㅎ 두번째는 테이프 십자가 없고 뽁뽁이로 그냥 감싸놨더군요 세번째는 그냥 체념했습니다 ㅎㅎ고객센터도 어느정도 인지하고 있는지 바로 교환 해준다고 불편드려죄송하다고 하더군요
217,택배박스가 젖고 찌그러지고 엉망이 되어 왔습니다 기사님들 더위에 고생하시니까 할 말은 없지만 택배 박스에서 퍼실냄새가 나오고 열어놨더니 뽁뽁이 사이로 흘러 나오고 있었습니다ㅠㅠ박스 받자마자 설마 했는데 너무 심하네요ㅠㅠ기사님도 힘드신거 아는데 상품을 사는 우리도 잘 받을 권리가 있지 않을까 합니다ㅜ 소중하게 배송해 주시면 더욱 김사하겠습니다
218,퍼실 좋아해요근데 쿠팡 많이 변하고 어느날부턴가 같이시킨제품들 몇개는 로켓으로오고 몇개는 다음날 보내고이럴꺼면 뭐하러 돈내고 로켓와우 회원합니까 세제같은것들 테이프 한번만 둘러주면 좋을텐데 비닐에 띡 보내주고이젠 쿠팡을 보내주려합니다
219,배송은 빨라서 좋았으나 상품 열어봤는데 포장비닐 바닥에 세제가 좀 세어서 고여 있었네요  소량 시키더라도 신경좀 써주셨으면 좋겠습니다
220,빠르건좋은데 제발 세재좀안새게해서갓다주세요 매번이러네요반품할려다가그냥씁니다
221,포장도 잘되서 오고 제품도 만족합니다배송도 빨라요추천합니다
222,좋아하는제품인데 이번제품은 도착시 새어나오고있었습니다
223,다 새서 왔네요포장상태 역대 최악입니다 다신 안시킴
224,배송 완전빠르구요포장꼼꼼히 해왔구요가격도 완전 싸요
225,늘쓰는 제품이라 배송도 빠르고 좋아요
226,안터져서 와서 좋았어요
227,굿
228,포장도 잘되서오구 좋아요
229,포장잘되서왔네요
230,빠른배송
231,집들이상품 배송 엄청빨라좋아요
232,포장이 잘돼서 오네요
233,빠른 배송 감사합니다
234,두개삿는데 하나왓어요 확인부탁드려요
235,로켓! 짝
236,물건 못받았습니다
237,아 배송이 세제가 흘러서왔어요
238,빠른배송 감사합니다
239,흠 얼룩을 완벽하게 지워주진 못해요김치국물 튀긴 자국같은 건 흐릿하게 해주는 정도입니다아 그리고 배송올 때 살짝 새서 와요ㅜㅜ추가합니다드럼용으로 샀어요드럼세탁기에서 세제 넣는 부분있자나요?세제가 31이 안풀려서 남아있어요다른 농축세제는 안그러는데정말 속상하네요 너무 농축되게 나와서 그런걸까요
240,퍼실만 쭉 사용중입니다세제가 똑 떨어져 구매 했어요딥클린은 안써바 선택 했어요포장상태 치곤 하나도 안새고 잘 왔네요마트보다 많이 저렴 합니다가격차이가 너무 심하게 나서 마트에서 구매 못해요ㅋ사용후 빨래 잡냄새 잡아주면 쭉 써볼려구요제조일도 최근이고 맘에 들어요
241,내용물이 좀 세어나왔어요테이프를 뚜껑에 붇여서 보냈지만 뚜껑을 끝까지 안돌렸네요가격이 마트 특가세일한것 보다 비싸네요
242,계속 써오던 제품이예요 퍼실 세정력은 이미 말 안해도 유명하고 세제 똑 떨어졌는데 무겁게 장봐서 힘들게 들고 올 필요없이 집에서 편하게 받아봐서 좋았어요
243,이것 저것 다 써보다 결국 퍼실로 다시 돌아왔어요 세탁력도 좋고 향도 좋아요 강추!!
244,어머니가 이거를 아시면서 계속 이것만 쓰시네요ㅎㅎㅎㅎㅎ다 이유가잇는거겟죠
245,세정력이 아주 뛰어나고 실용적입니당 재구매 할 정도입니당
246,역시 퍼실이네요 이 제품만 4년째 쓰고 있는데 넘 만족해요
247,이 제품 계속 쓰고 있는데 향이 살짝 바뀐 것 같아요근데 바뀐 향이 더 좋네요 다른 세제에 비해 비싸긴 한데애들 피부 트러블 없고 예민한 남편 피부에도 괜찮아서또 주문했습니다 배송도 안전하게 왔어요
248,호오 향이 장난이 아니더군요?향이 나쁜건 아닌데 꽤나 강해서 섬유유연제의 향을 잡아먹습니다섬유유연제 향이랑 섞여서 좀 안좋아지기도 하는군요부드러운 향의 섬유유연제를 쓰시는 걸 추천드립니다
249,항상 퍼실만 사용해요세탁 깨끗이 잘 되고고농축 이라 오래 사용하게 되네요
250,우선 향이 상쾌하고 의류가 깨끗하게 빨리긴 하더라구요여태 써본 세제중에 베스트가 아닌가 싶습니다다행히 전 파손이나 뚜껑열림 없이 잘 도착했습니다 
251,퍼실은 항상 향이 강해서 사용이 꺼려졌는데얼룩이 하도 안지워져서 구매해봤어요아직 사용은 안했는데 역시 향이 강하네요
252,항상 이 세제를 쓰고 인터넷 구매는 처음인데 향이 다른 느낌 뭐 나쁘지 읺아서 그래도 잘 사용하고 있습니다
253,빠른배송 믿고쓴느 퍼실입니다 세척력이 가장 좋은것같아요 옷감에 무리도없이 잘빨립니다
